Customer_ID,Age,Gender,Income_Level,Occupation,Education_Level,Travel_Frequency,Destination,Trip_Duration,Travel_Purpose,Previous_Dental Treatment,General_Health_Status,Dental_Issue_History,Dental_Visit_Frequency,Previous_Insurance_Policy,Claims_History,Insurance_Duration,Online_Behavior,Marketing_Engagement,Social_Media_Activity,Credit_Score,Spending_Pattern,Payment_History,Propensity_Score
765,41,Female,69012,Engineer,High School,8,Domestic,30,Business,False,Average,True,3,True,1,5,Low,High,High,790,Medium,Average,0.1557036888586703
766,71,Female,85315,Teacher,Master,7,Domestic,19,Medical,True,Average,True,9,False,2,1,Low,Medium,High,455,High,Poor,0.8139616278314417
767,64,Female,30674,Artist,PhD,7,International,20,Medical,True,Average,True,3,False,1,8,High,High,Low,497,Low,Good,0.996691071425157
768,47,Male,46957,Teacher,Master,9,International,29,Leisure,True,Good,False,5,False,0,1,High,Medium,Medium,748,High,Good,0.0039184807674571
769,61,Male,57427,Teacher,Master,4,Domestic,17,Business,True,Average,True,9,True,1,5,High,High,Medium,365,Low,Average,0.9893246041210166
770,41,Female,46293,Lawyer,PhD,1,Domestic,4,Medical,False,Average,False,1,False,5,9,High,High,Low,575,Low,Good,0.0054811961249678
771,25,Female,51460,Lawyer,PhD,2,Domestic,8,Leisure,False,Poor,False,5,False,5,1,Medium,Medium,Low,309,High,Average,0.4022518010156046
772,35,Male,39636,Business,PhD,5,Domestic,1,Business,True,Average,True,0,True,3,5,Medium,Low,High,750,Low,Poor,0.1049657582056535
773,33,Male,103650,Lawyer,High School,1,International,24,Business,False,Average,True,2,True,1,6,Low,Low,High,686,Low,Poor,0.6380366614281826
774,35,Female,68588,Teacher,PhD,5,Domestic,4,Business,True,Average,False,4,True,5,10,High,Medium,Medium,652,Medium,Average,0.512326416184093
775,88,Male,86046,Business,High School,0,International,3,Business,True,Average,True,9,True,4,5,Medium,Medium,Medium,538,Low,Poor,0.8026019293460456
776,40,Female,143024,Business,PhD,10,International,13,Medical,False,Poor,False,0,False,2,8,Medium,Medium,Low,848,Medium,Poor,0.0478566300531828
777,82,Male,109735,Teacher,High School,0,International,24,Leisure,True,Average,True,6,True,4,7,Medium,High,Medium,810,Medium,Poor,0.9286274046529616
778,50,Female,61372,Engineer,High School,3,Domestic,21,Medical,False,Good,True,3,True,4,6,Low,Medium,Low,657,High,Average,0.6116059632698012
779,77,Male,47690,Teacher,High School,5,Domestic,20,Business,True,Poor,True,8,True,3,10,Low,High,Low,549,Low,Average,0.7974946274620278
780,63,Male,31035,Doctor,PhD,4,Domestic,2,Business,True,Average,True,2,True,0,7,Medium,High,Low,742,Medium,Good,0.9561225765244128
781,54,Female,98621,Teacher,Master,6,International,6,Medical,False,Good,False,0,False,2,10,Low,Medium,Medium,361,High,Poor,0.1258879005034023
782,75,Female,102845,Artist,PhD,3,International,18,Business,True,Poor,True,4,False,2,4,High,High,High,398,Medium,Good,0.8709123475858673
783,64,Female,33035,Business,Bachelor,0,International,2,Medical,False,Poor,True,5,False,1,8,Low,Medium,Low,348,Medium,Good,0.4044927357874742
784,61,Female,72250,Lawyer,PhD,4,Domestic,23,Business,True,Poor,True,2,False,0,10,High,Low,Medium,466,Low,Poor,0.1617773751582756
785,50,Female,135796,Teacher,Master,6,International,17,Medical,False,Average,False,2,False,1,7,High,Low,High,319,High,Good,0.68870916356578
786,62,Male,61814,Doctor,Master,7,Domestic,13,Leisure,True,Poor,True,7,False,5,9,High,Medium,Low,433,Medium,Average,0.7321623397073699
787,43,Female,132149,Business,Bachelor,9,International,23,Business,False,Poor,False,5,True,1,10,High,High,Low,479,Medium,Poor,0.4597176289994266
788,55,Male,78515,Doctor,Bachelor,9,International,10,Business,True,Good,False,2,False,5,3,Low,High,High,707,Low,Poor,0.3995397373891637
789,26,Male,105323,Teacher,High School,6,Domestic,8,Business,False,Average,True,3,False,1,5,Medium,High,Low,821,Medium,Good,0.6802382996696913
790,32,Male,50234,Teacher,Bachelor,7,International,10,Leisure,False,Good,False,0,False,1,7,High,Low,High,444,Medium,Good,0.1205090109799512
791,81,Male,120865,Artist,Bachelor,2,Domestic,4,Medical,True,Average,True,6,True,1,9,Medium,Low,Medium,546,Medium,Poor,0.9289552675120798
792,48,Male,42450,Doctor,Master,2,International,24,Medical,False,Good,False,3,True,1,1,High,Medium,Medium,390,High,Good,0.6194800766037873
793,31,Female,65119,Business,Bachelor,1,International,14,Business,True,Poor,False,5,False,3,4,Low,High,Medium,342,High,Good,0.3917009256563578
794,70,Male,88944,Engineer,Master,8,Domestic,19,Business,True,Poor,True,7,True,2,2,Low,Medium,Medium,715,High,Average,0.8778784542848047
795,62,Female,54031,Doctor,Bachelor,3,International,21,Business,True,Good,False,3,False,5,9,Low,High,High,395,Low,Good,0.4765801260288703
796,30,Male,146383,Business,High School,2,Domestic,28,Business,False,Poor,False,4,True,4,2,Low,Low,Low,449,High,Poor,0.4492485119884836
797,63,Female,112063,Teacher,Master,6,Domestic,20,Leisure,True,Average,True,3,False,1,9,High,Low,Medium,685,Medium,Average,0.9283483270681672
798,85,Male,78716,Engineer,PhD,2,Domestic,2,Business,True,Average,True,4,True,3,8,Medium,Medium,High,623,Medium,Poor,0.9903733890904706
799,86,Female,79409,Business,High School,10,Domestic,28,Business,True,Poor,True,4,True,1,8,Medium,Low,High,814,Medium,Average,0.8665855203754026
800,21,Female,73201,Lawyer,Bachelor,0,Domestic,22,Business,False,Good,False,1,False,2,5,Medium,Low,High,413,Medium,Good,0.1813724934559554
801,72,Male,114474,Lawyer,High School,1,International,22,Business,True,Average,True,4,True,3,3,Low,Low,Medium,443,High,Average,0.7741775566723074
802,26,Male,111582,Lawyer,High School,9,Domestic,16,Medical,True,Poor,True,5,False,5,4,Medium,High,Low,542,Low,Good,0.3992767847775044
803,70,Male,144039,Engineer,Master,3,International,21,Leisure,True,Good,True,2,True,4,2,High,Low,Low,645,High,Poor,0.0661920818510509
804,47,Male,123431,Artist,High School,4,Domestic,22,Business,False,Good,True,3,False,1,6,High,Low,Low,405,Medium,Poor,0.668170930860323
805,23,Male,54090,Teacher,PhD,6,International,4,Leisure,True,Poor,True,5,True,5,1,Medium,Medium,High,824,Medium,Average,0.2299805133692022
806,29,Male,89352,Teacher,PhD,5,Domestic,24,Business,False,Good,True,2,False,4,6,Medium,Medium,Medium,698,Low,Good,0.0058844964442372
807,74,Male,55979,Teacher,High School,8,International,13,Medical,True,Average,True,4,False,2,9,High,Low,High,599,Low,Poor,0.9793558132076746
808,88,Female,146942,Business,PhD,3,International,15,Leisure,True,Poor,True,6,True,5,5,Low,High,Low,498,Low,Poor,0.9059723918849978
809,18,Female,85782,Engineer,PhD,0,Domestic,3,Business,False,Average,False,2,False,5,2,Medium,Low,Low,664,Low,Average,0.5511241426241809
810,30,Female,104934,Engineer,Bachelor,2,Domestic,2,Business,False,Poor,False,0,True,1,9,Low,High,Medium,664,Medium,Good,0.1643006604993877
811,85,Female,136227,Business,PhD,0,International,3,Business,True,Average,True,3,False,4,3,Medium,Medium,High,697,Low,Good,0.9670624926408052
812,30,Female,102254,Doctor,Bachelor,9,International,17,Leisure,False,Good,True,1,False,0,8,Medium,High,Low,684,Low,Average,0.0943342058322385
813,71,Female,133058,Business,Master,3,International,13,Leisure,True,Average,True,2,False,0,4,Medium,High,Low,450,Low,Average,0.7110822176674022
814,84,Female,98179,Artist,Master,9,International,25,Medical,True,Average,True,5,True,5,10,Low,Low,Low,325,Medium,Poor,0.7597360006024856
815,63,Male,136638,Teacher,High School,0,International,13,Medical,True,Average,False,2,True,5,7,Low,Low,Low,720,Low,Good,0.5365913054833222
816,27,Male,70998,Lawyer,High School,6,Domestic,27,Medical,True,Good,False,2,False,1,2,Medium,Medium,Low,591,High,Poor,0.2731010938256086
817,27,Male,132687,Artist,Bachelor,9,International,11,Business,False,Good,False,3,True,1,8,High,High,Low,669,Medium,Poor,0.2899376052665245
818,67,Male,71745,Engineer,Master,8,Domestic,3,Medical,False,Good,True,3,True,0,1,Low,Medium,Low,848,Low,Good,0.5285639998520979
819,78,Female,48742,Engineer,Master,4,International,17,Business,True,Poor,True,9,True,0,4,Low,Medium,High,355,High,Good,0.847152095080139
820,83,Female,119721,Artist,High School,6,International,6,Medical,True,Poor,True,5,False,1,1,Low,Medium,Medium,706,Low,Poor,0.9758004394513328
821,43,Male,132056,Teacher,PhD,1,International,11,Medical,True,Poor,True,0,False,3,7,Medium,Medium,High,351,High,Good,0.2049647427373567
822,67,Female,85465,Doctor,PhD,9,International,10,Leisure,True,Good,False,0,True,0,4,High,High,Medium,793,Medium,Good,0.6003319358935706
823,25,Female,50116,Doctor,Bachelor,9,International,3,Business,True,Poor,True,3,True,4,5,Medium,High,Low,711,High,Good,0.2463441201237693
824,86,Male,31293,Doctor,High School,4,Domestic,5,Business,True,Poor,True,6,True,5,8,Low,Low,Medium,828,High,Poor,0.9504370328745532
825,84,Female,128269,Artist,High School,0,Domestic,14,Medical,True,Average,True,5,True,3,8,High,High,Low,682,Medium,Average,0.9767690702576024
826,60,Female,55419,Teacher,High School,1,Domestic,20,Leisure,True,Poor,False,1,True,4,3,Medium,Medium,Low,721,Low,Good,0.2686510841758055
827,55,Male,55767,Lawyer,Bachelor,3,Domestic,10,Leisure,True,Good,False,3,False,5,8,High,Low,Medium,783,Low,Poor,0.4004716164973126
828,65,Female,110255,Doctor,Master,6,International,16,Business,True,Good,True,0,False,1,3,Low,Medium,Low,445,Low,Average,0.3884570382158657
829,27,Male,96981,Lawyer,High School,7,Domestic,3,Medical,True,Good,True,2,False,0,4,Low,Medium,Low,497,Low,Average,0.0922515948283008
830,69,Female,62919,Artist,High School,7,Domestic,27,Medical,False,Poor,False,2,False,4,8,High,High,High,604,Medium,Average,0.4519149444462921
831,52,Female,117470,Doctor,Bachelor,2,Domestic,21,Medical,False,Good,False,1,True,2,6,High,Low,Medium,397,Low,Average,0.3100643214700329
832,83,Female,55373,Business,PhD,4,International,8,Leisure,True,Poor,True,3,True,5,9,Low,Medium,High,410,High,Good,0.710544972669265
833,18,Male,73790,Lawyer,High School,3,International,5,Business,True,Good,True,3,True,4,4,Low,Low,Low,630,High,Average,0.6805116150189562
834,30,Male,135378,Business,Master,1,Domestic,28,Leisure,False,Good,False,5,False,2,6,Low,Low,Medium,380,High,Good,0.4692638367899389
835,44,Male,116392,Business,Bachelor,0,International,9,Leisure,True,Poor,False,4,True,0,5,Low,Low,Low,757,Medium,Average,0.6803563653502277
836,63,Female,83650,Teacher,High School,10,International,13,Medical,True,Poor,True,5,True,0,9,High,Medium,Medium,335,Medium,Poor,0.1713006211314035
837,70,Male,141729,Artist,PhD,9,International,1,Medical,True,Average,True,4,False,4,9,Low,Medium,High,474,Medium,Average,0.889631225907991
838,43,Male,73044,Engineer,Bachelor,9,International,26,Medical,True,Average,True,4,True,4,6,Low,Low,Medium,350,Low,Good,0.0653052219138338
839,63,Male,52019,Doctor,Master,5,Domestic,21,Leisure,True,Poor,True,6,True,5,8,Low,High,Medium,802,Low,Average,0.8989310294439113
840,59,Male,69429,Lawyer,High School,6,Domestic,4,Medical,False,Poor,True,0,True,4,10,High,Medium,Medium,507,Medium,Good,0.5783310323580879
841,65,Male,140704,Engineer,Master,5,Domestic,15,Medical,True,Poor,True,2,False,3,5,High,Low,Low,738,Medium,Good,0.6064341714385982
842,28,Male,62986,Business,Bachelor,10,Domestic,30,Medical,True,Average,True,5,False,0,9,Low,Medium,Medium,842,Medium,Poor,0.4306263449841443
843,63,Male,85703,Business,High School,9,Domestic,8,Medical,True,Average,True,4,True,4,4,High,High,High,814,High,Average,0.8300781070846888
844,35,Female,137272,Business,Bachelor,6,Domestic,12,Business,True,Average,False,3,True,5,5,Low,High,Medium,804,High,Poor,0.0172212849291426
845,26,Female,94227,Doctor,PhD,9,International,29,Medical,True,Poor,True,1,False,5,4,Medium,High,Low,537,Low,Good,0.0074601993601437
846,49,Female,127551,Artist,PhD,4,Domestic,15,Business,False,Average,True,2,False,0,5,High,High,Low,662,Low,Good,0.6057932352975725
847,79,Male,110671,Artist,Master,10,International,12,Medical,True,Average,True,8,True,4,5,Medium,Medium,Medium,674,Medium,Good,0.8850535587707288
848,69,Female,56341,Artist,Master,8,Domestic,17,Business,True,Good,False,4,False,3,5,High,Medium,Low,357,Medium,Average,0.5926812618706602
849,69,Male,110711,Lawyer,Master,8,International,8,Medical,True,Poor,True,4,True,0,2,Medium,Medium,Low,563,Low,Poor,0.7137239710045249
850,19,Female,124997,Lawyer,High School,9,Domestic,10,Medical,True,Average,False,1,False,5,5,High,Low,Low,556,Low,Poor,0.1664735311849255
851,76,Male,48451,Teacher,Master,10,International,26,Medical,True,Poor,True,6,True,1,3,Low,Low,Low,528,Medium,Average,0.7170193552672414
852,87,Female,142718,Lawyer,High School,9,International,20,Leisure,True,Average,True,3,True,5,3,Medium,Medium,Medium,483,Low,Poor,0.9265271672484292
853,62,Male,48606,Engineer,Master,3,Domestic,21,Medical,True,Poor,False,5,False,5,6,Low,Medium,High,533,Low,Good,0.5276269057037887
854,70,Female,130229,Artist,PhD,4,International,30,Leisure,True,Average,False,0,True,4,3,Medium,High,High,737,Medium,Poor,0.3128569969305922
855,45,Male,140612,Engineer,High School,5,International,28,Business,True,Average,False,1,True,2,1,Low,High,Low,692,High,Average,0.353216383573713
856,36,Female,41627,Engineer,PhD,5,Domestic,30,Business,False,Poor,True,3,False,4,2,Medium,High,High,658,High,Good,0.0902023851705846
857,66,Female,32458,Artist,Bachelor,6,International,16,Business,True,Poor,True,8,True,0,3,Medium,Medium,Low,464,High,Good,0.8184218897634062
858,19,Male,128303,Doctor,Bachelor,10,Domestic,29,Medical,False,Poor,True,5,True,3,3,Low,High,Low,493,Medium,Poor,0.4027704251356196
859,49,Male,71875,Doctor,PhD,2,Domestic,29,Business,False,Poor,True,5,False,1,5,Medium,High,Low,685,High,Average,0.3829448785133651
860,44,Female,108354,Business,High School,4,Domestic,9,Medical,True,Good,True,0,False,0,4,Low,Medium,High,726,High,Good,0.5741968432478795
861,64,Male,90496,Teacher,Master,3,Domestic,18,Medical,True,Average,True,4,False,1,5,High,Medium,Low,592,Low,Average,0.9787311130319574
862,65,Male,64845,Artist,PhD,6,International,18,Medical,True,Poor,True,3,False,2,5,Medium,High,Low,491,Low,Average,0.2204947692443252
863,85,Female,64786,Business,Master,9,International,24,Business,True,Poor,True,4,True,0,3,High,High,High,651,High,Poor,0.7613392353499993
864,87,Female,141282,Teacher,High School,6,International,5,Medical,True,Average,True,4,True,5,6,High,High,Medium,606,Medium,Average,0.7873963606638992
865,25,Male,117780,Teacher,Master,2,International,22,Leisure,False,Average,True,0,False,4,4,High,Low,Medium,802,Medium,Poor,0.4456661895791866
866,18,Male,97794,Artist,PhD,3,Domestic,29,Medical,False,Average,True,5,False,4,10,Medium,Medium,Low,324,Medium,Poor,0.6972791634695589
867,77,Female,118194,Doctor,PhD,4,International,24,Business,True,Average,True,6,True,2,6,Low,High,Medium,398,High,Average,0.9804373099722586
868,46,Female,124224,Doctor,PhD,0,Domestic,9,Medical,False,Good,True,0,False,4,9,High,High,Low,507,High,Poor,0.2474445372515892
869,70,Female,94907,Engineer,Bachelor,4,International,7,Business,False,Good,True,1,True,3,1,High,High,Low,494,High,Good,0.2704009140656948
870,37,Male,107324,Doctor,Master,7,Domestic,13,Medical,True,Good,True,5,False,2,3,Low,Medium,High,482,Low,Average,0.1140709751432409
871,52,Female,85845,Lawyer,Bachelor,10,Domestic,3,Leisure,False,Poor,False,1,True,5,3,Medium,Low,Low,721,Low,Poor,0.1700936599712574
872,63,Male,49955,Artist,Bachelor,1,International,2,Medical,True,Average,True,3,True,5,1,High,Low,High,650,Medium,Average,0.5640420537877733
873,80,Female,104275,Engineer,Master,6,Domestic,30,Business,True,Average,True,6,False,3,8,Low,Medium,Medium,458,Medium,Average,0.7588518022043872
874,26,Male,141097,Business,Bachelor,5,Domestic,14,Leisure,True,Good,False,5,True,3,6,Low,Medium,Low,490,Medium,Good,0.6525827638814549
875,63,Female,35812,Teacher,PhD,6,International,18,Business,True,Poor,True,4,False,3,8,Low,Low,Medium,392,Medium,Poor,0.993601915872436
876,33,Male,74291,Teacher,Bachelor,9,Domestic,25,Medical,True,Poor,False,4,False,0,3,Low,Medium,Medium,654,Low,Average,0.4762404307021239
877,28,Female,118857,Lawyer,Master,4,Domestic,9,Leisure,False,Average,False,1,False,3,1,Medium,High,Medium,668,Medium,Average,0.3103160389737869
878,65,Female,66985,Teacher,High School,8,International,17,Medical,True,Average,True,5,False,5,4,Low,High,Low,748,High,Average,0.0725731835682818
879,26,Female,92646,Lawyer,PhD,2,Domestic,7,Medical,False,Good,True,5,True,5,2,Low,Low,High,792,High,Good,0.2333384239781893
880,54,Male,117954,Teacher,Bachelor,1,Domestic,20,Medical,False,Good,True,3,True,5,1,Medium,Medium,Medium,678,High,Good,0.688029865686153
881,20,Male,96493,Doctor,Master,9,International,30,Leisure,False,Poor,True,2,False,5,10,High,Low,Low,348,High,Good,0.3904918810873384
882,29,Female,69947,Doctor,High School,7,Domestic,30,Business,False,Good,True,5,True,4,5,Medium,Low,Low,600,Medium,Poor,0.3358000923689231
883,62,Female,112250,Engineer,Bachelor,2,Domestic,17,Medical,True,Poor,True,8,False,0,10,Low,Medium,High,807,Medium,Good,0.8430279623387766
884,23,Male,120741,Engineer,PhD,0,International,19,Medical,False,Good,False,5,False,3,6,Medium,High,Low,802,High,Good,0.0802900022614219
885,71,Male,129261,Engineer,High School,1,International,16,Business,True,Average,True,3,False,1,3,Low,Medium,Low,838,Low,Average,0.9234339500913434
886,72,Female,108063,Engineer,Bachelor,6,International,26,Leisure,True,Poor,True,8,False,0,7,High,High,Low,384,High,Good,0.9486103879730202
887,73,Male,60532,Teacher,Master,7,Domestic,12,Leisure,True,Poor,True,7,True,3,10,High,High,Low,486,Low,Poor,0.7853825749433799
888,39,Male,118340,Doctor,Master,3,International,17,Business,False,Average,False,2,True,3,5,High,Medium,Medium,600,High,Average,0.3492779062895371
889,50,Male,86025,Business,Bachelor,10,Domestic,15,Medical,False,Average,True,3,True,3,4,Low,High,Low,716,Low,Good,0.6954283908481187
890,85,Male,32493,Artist,Master,2,International,7,Leisure,True,Poor,True,2,False,3,9,Medium,Low,Medium,403,Medium,Average,0.8903968011335804
891,45,Female,67481,Doctor,Bachelor,10,International,1,Medical,False,Good,True,4,False,1,7,High,High,Medium,344,High,Poor,0.1607871700648424
892,83,Female,102678,Teacher,Master,8,Domestic,18,Medical,True,Poor,True,6,False,2,1,Medium,High,Medium,649,Medium,Good,0.75233243436925
893,31,Female,85835,Doctor,High School,5,Domestic,13,Business,True,Good,True,1,False,0,1,Medium,High,Medium,343,High,Good,0.0919609867482418
894,66,Male,124923,Doctor,PhD,8,International,9,Business,True,Average,True,8,False,1,1,Low,High,High,618,Low,Average,0.9935003109541922
895,22,Female,98354,Teacher,High School,3,International,4,Business,True,Good,True,4,True,5,8,Medium,Low,Medium,736,High,Average,0.6624867831465624
896,75,Male,134012,Business,Master,6,International,30,Business,True,Poor,True,9,False,0,8,High,Medium,High,827,Medium,Poor,0.962497941007911
897,61,Male,63157,Business,PhD,9,Domestic,1,Leisure,True,Average,False,4,False,1,3,Low,Low,Low,477,Low,Good,0.1967633299166575
898,44,Female,101208,Lawyer,Master,9,International,10,Business,True,Good,True,1,True,4,9,Low,High,High,735,Low,Good,0.407525063412297
899,86,Female,42229,Lawyer,PhD,4,International,30,Business,True,Average,True,4,False,3,8,High,High,High,573,Medium,Good,0.8714979856624264
900,86,Male,127913,Teacher,Master,10,International,2,Leisure,True,Poor,True,5,True,3,2,Low,Medium,High,435,High,Good,0.7361894574236478
901,85,Female,106144,Artist,Bachelor,3,Domestic,1,Business,True,Poor,True,2,False,2,10,High,Medium,Medium,467,Low,Poor,0.8685272713451735
902,85,Female,141972,Teacher,High School,5,Domestic,16,Medical,True,Average,True,9,False,5,5,High,Low,Medium,495,Low,Average,0.8930298673761914
903,29,Male,33939,Doctor,High School,0,Domestic,23,Leisure,True,Poor,True,3,False,2,5,Low,High,Medium,565,Medium,Poor,0.5612026228219453
904,68,Female,69676,Artist,High School,4,Domestic,2,Medical,True,Poor,True,9,True,5,4,High,Low,Low,840,Low,Poor,0.979357086420593
905,20,Female,98727,Doctor,Bachelor,4,International,30,Medical,False,Good,False,1,True,2,2,Medium,Medium,Medium,392,Medium,Poor,0.2360571523787552
906,27,Male,90224,Teacher,Bachelor,5,International,29,Leisure,True,Poor,True,4,True,2,6,Medium,High,Medium,736,High,Good,0.6297734432644969
907,49,Male,139515,Teacher,Bachelor,7,International,4,Leisure,False,Good,False,4,False,1,8,Low,Low,Low,762,Low,Good,0.1985460229676977
908,63,Male,70262,Engineer,Master,10,Domestic,7,Leisure,False,Average,True,1,True,1,9,Low,Medium,Low,450,High,Poor,0.4746231651857313
909,52,Female,80420,Doctor,PhD,2,Domestic,27,Leisure,True,Poor,False,3,False,2,9,Low,High,Medium,689,Medium,Good,0.1446112862331829
910,66,Male,82497,Lawyer,Bachelor,8,International,5,Business,True,Poor,False,2,False,0,2,Medium,High,High,731,Medium,Average,0.1853197520587752
911,62,Female,42079,Teacher,PhD,8,Domestic,3,Leisure,False,Good,True,1,False,0,9,Medium,Medium,Medium,481,Medium,Good,0.1477413613006463
912,81,Female,36778,Doctor,Bachelor,0,International,6,Business,True,Average,True,7,True,5,9,Low,High,Medium,536,Low,Poor,0.7460071645727185
913,37,Female,68124,Business,PhD,2,International,13,Medical,True,Good,False,0,False,3,8,High,Low,Medium,646,Medium,Average,0.3083455921037634
914,24,Female,148023,Engineer,Bachelor,9,Domestic,5,Medical,True,Poor,True,2,True,1,4,Low,Low,Medium,677,High,Average,0.4059879649012452
915,49,Female,83053,Engineer,High School,6,International,16,Medical,True,Average,True,0,True,3,2,Medium,Low,Medium,453,Medium,Average,0.4094282387394058
916,52,Female,45570,Artist,Bachelor,4,Domestic,22,Business,True,Average,False,2,True,4,4,High,Medium,Medium,767,Medium,Good,0.6638014462278563
917,85,Male,101700,Lawyer,High School,5,Domestic,22,Business,True,Average,True,3,False,5,8,Medium,Low,Medium,761,High,Good,0.8228730109616242
918,23,Male,36789,Business,Bachelor,8,International,12,Leisure,False,Good,True,4,True,1,1,Low,Medium,High,697,Medium,Average,0.3283684619475675
919,69,Male,92922,Doctor,Master,3,Domestic,9,Medical,True,Poor,True,9,False,3,7,Low,Low,Medium,534,Low,Average,0.7988899870656571
920,49,Female,58555,Engineer,PhD,7,International,16,Medical,True,Average,True,3,True,2,10,Medium,Medium,Medium,762,Medium,Poor,0.1009186518741926
921,61,Male,64405,Doctor,PhD,9,Domestic,15,Leisure,False,Average,False,0,True,3,6,Medium,Medium,Medium,674,High,Poor,0.4598419057433867
922,42,Female,94143,Doctor,High School,10,International,1,Business,False,Good,False,0,False,5,3,High,High,Medium,840,Medium,Average,0.5808026552277751
923,39,Female,96490,Business,PhD,7,International,7,Business,True,Average,False,4,True,2,5,High,Medium,Low,543,Medium,Good,0.6290150605095575
924,49,Male,68209,Lawyer,Bachelor,3,International,6,Medical,False,Good,False,4,True,4,10,High,Medium,Medium,833,High,Good,0.4105331315630941
925,43,Male,110640,Artist,PhD,0,International,24,Medical,False,Good,True,3,False,0,9,Low,High,High,650,High,Poor,0.0361373726573877
926,31,Male,30130,Lawyer,PhD,1,Domestic,5,Medical,True,Poor,True,2,False,3,5,Medium,Medium,Low,530,Medium,Average,0.40877853313663
927,84,Female,101669,Artist,High School,6,Domestic,20,Leisure,True,Average,True,2,True,0,10,Medium,Medium,High,730,High,Average,0.7427174752382556
928,79,Female,124371,Engineer,Master,5,International,12,Medical,True,Average,True,3,True,5,8,Medium,Medium,High,532,Low,Average,0.7131503937319157
929,28,Male,34552,Business,Master,0,Domestic,7,Business,True,Poor,True,3,True,2,9,Medium,Medium,Low,401,High,Poor,0.1116933505913461
930,24,Male,94914,Lawyer,Bachelor,7,Domestic,3,Business,True,Good,False,2,True,4,2,High,Medium,High,440,Medium,Good,0.2539276171224275
931,46,Female,91369,Artist,High School,1,International,12,Business,True,Average,False,4,True,5,6,Medium,Medium,High,389,Medium,Average,0.0501461209302587
932,79,Female,67365,Teacher,PhD,7,Domestic,19,Medical,True,Poor,True,8,False,2,9,Medium,Medium,Low,750,Medium,Good,0.9773847413036466
933,31,Female,146051,Teacher,Bachelor,9,International,5,Leisure,False,Good,False,4,False,0,6,High,High,High,399,Low,Good,0.4137075919931232
934,84,Female,81970,Engineer,PhD,7,International,23,Medical,True,Average,True,7,False,4,3,High,Medium,Medium,669,Medium,Good,0.7307258452094991
935,33,Male,126807,Business,Bachelor,3,International,25,Leisure,False,Poor,False,2,False,1,1,Low,High,Medium,498,Low,Average,0.5507669433148146
936,62,Male,33336,Artist,PhD,4,International,5,Business,True,Average,True,1,True,0,6,High,Medium,High,629,Medium,Poor,0.323111742211531
937,70,Female,30481,Engineer,Master,10,Domestic,23,Leisure,True,Poor,True,3,True,2,1,Low,High,High,765,High,Good,0.2120892095795883
938,61,Male,117106,Lawyer,Bachelor,6,International,12,Medical,True,Good,True,2,True,1,4,Medium,Medium,Low,523,Medium,Poor,0.2320453045774662
939,79,Female,116308,Lawyer,Bachelor,8,International,3,Leisure,True,Average,True,4,True,5,4,Medium,Low,Low,585,Low,Poor,0.9655976725481478
940,70,Female,106129,Teacher,Master,8,International,22,Medical,True,Poor,True,4,True,4,2,Medium,High,High,824,Medium,Poor,0.1240135020383754
941,67,Female,104329,Teacher,PhD,5,Domestic,25,Leisure,True,Average,True,4,False,4,8,High,High,Low,731,High,Poor,0.9092510883601088
942,57,Male,129123,Doctor,PhD,5,Domestic,30,Business,True,Poor,False,1,False,3,9,Medium,Medium,High,789,High,Average,0.6139515079988106
943,76,Male,96548,Doctor,PhD,1,Domestic,12,Business,True,Poor,True,2,True,3,9,Medium,Low,High,708,Low,Good,0.7598242647757845
944,39,Male,55195,Teacher,PhD,1,International,5,Leisure,False,Average,False,3,True,1,9,Medium,High,High,530,High,Good,0.0271944647592329
945,65,Male,76672,Engineer,PhD,6,International,11,Medical,False,Average,True,3,True,0,2,Low,Low,Medium,456,Low,Poor,0.4180358959168617
946,63,Female,124955,Lawyer,Bachelor,7,Domestic,28,Business,True,Average,True,5,False,3,3,Medium,Medium,Low,717,Medium,Good,0.046576406175764
947,60,Male,52559,Lawyer,PhD,4,International,2,Leisure,True,Average,True,1,False,0,7,High,Medium,Medium,443,Medium,Average,0.132051512274821
948,67,Male,129173,Artist,Bachelor,6,International,27,Business,True,Average,False,4,False,3,9,Low,Medium,Low,570,Low,Average,0.1271924452567076
949,28,Male,133352,Business,High School,9,International,14,Leisure,True,Good,False,0,True,5,9,High,Medium,Low,690,High,Good,0.202837305657463
950,90,Female,83602,Teacher,PhD,6,Domestic,30,Business,True,Average,True,6,True,3,1,Low,High,Low,440,Low,Good,0.7530010350427434
951,22,Male,52580,Teacher,High School,8,International,16,Medical,True,Poor,False,4,True,1,6,Medium,Medium,High,698,High,Good,0.2396663893415511
952,18,Male,86445,Doctor,Bachelor,8,International,21,Business,False,Poor,False,2,False,5,5,High,High,Medium,429,High,Average,0.0853841871734453
953,20,Female,96336,Business,Bachelor,4,International,16,Business,True,Good,False,3,True,5,3,Medium,Low,High,634,Low,Average,0.5318419618155226
954,58,Female,74687,Engineer,PhD,0,International,5,Leisure,True,Good,False,4,False,2,3,High,Medium,High,739,Medium,Good,0.370742569507867
955,25,Female,103215,Engineer,Master,7,Domestic,11,Business,False,Good,False,0,True,4,10,Low,Low,High,405,Low,Poor,0.2490333058361001
956,64,Male,55784,Teacher,PhD,9,International,24,Business,True,Poor,False,4,True,1,10,Low,Medium,High,506,High,Poor,0.0844734685821814
