"ROW_I","attribute_1","attribute_2","attribute_3","attribute_4","attribute_5","attribute_6","attribute_7","attribute_8","attribute_9","attribute_10","attribute_11","attribute_12","attribute_13","attribute_14","attribute_15","attribute_16","attribute_17","attribute_18","attribute_19","attribute_20","attribute_21","attribute_22","attribute_23","attribute_24","attribute_25","attribute_26","attribute_27","attribute_28","attribute_29","attribute_30","attribute_31","attribute_32","attribute_33","attribute_34","attribute_35","attribute_36","attribute_37","attribute_38","attribute_39","attribute_40","attribute_41","attribute_42","attribute_43","attribute_44","attribute_45","attribute_46","attribute_47","attribute_48","attribute_49","attribute_50","attribute_51","attribute_52","attribute_53","attribute_54","attribute_55","attribute_56","attribute_57","attribute_58","attribute_59","attribute_60","Target_Col"
10,0.01640,0.01730,0.03470,0.00700,0.01870,0.06710,0.10560,0.06970,0.09620,0.02510,0.08010,0.10560,0.12660,0.08900,0.01980,0.11330,0.28260,0.32340,0.32380,0.43330,0.60680,0.76520,0.92030,0.97190,0.92070,0.75450,0.82890,0.89070,0.73090,0.68960,0.58290,0.49350,0.31010,0.03060,0.02440,0.11080,0.15940,0.13710,0.06960,0.04520,0.06200,0.14210,0.15970,0.13840,0.03720,0.06880,0.08670,0.05130,0.00920,0.01980,0.01180,0.00900,0.02230,0.01790,0.00840,0.00680,0.00320,0.00350,0.00560,0.00400,Rock
54,0.02930,0.03780,0.02570,0.00620,0.01300,0.06120,0.08950,0.11070,0.09730,0.07510,0.05280,0.12090,0.17630,0.20390,0.27270,0.23210,0.26760,0.29340,0.32950,0.49100,0.54020,0.62570,0.68260,0.75270,0.85040,0.89380,0.99280,0.91340,0.70800,0.63180,0.61260,0.46380,0.27970,0.17210,0.16650,0.25610,0.27350,0.32090,0.27240,0.18800,0.15520,0.25220,0.21210,0.18010,0.14730,0.06810,0.10910,0.09190,0.03970,0.00930,0.00760,0.00650,0.00720,0.01080,0.00510,0.01020,0.00410,0.00550,0.00500,0.00870,Rock
21,0.04730,0.05090,0.08190,0.12520,0.17830,0.30700,0.30080,0.23620,0.38300,0.37590,0.30210,0.29090,0.23010,0.14110,0.15820,0.24300,0.44740,0.59640,0.67440,0.79690,0.83190,0.78130,0.86260,0.73690,0.41220,0.25960,0.33920,0.37880,0.44880,0.62810,0.74490,0.73280,0.77040,0.78700,0.60480,0.58600,0.63850,0.72790,0.62860,0.53160,0.40690,0.17910,0.16250,0.25270,0.19030,0.16430,0.06040,0.02090,0.04360,0.01750,0.01070,0.01930,0.01180,0.00640,0.00420,0.00540,0.00490,0.00820,0.00280,0.00270,Rock
111,0.02100,0.01210,0.02030,0.10360,0.16750,0.04180,0.07230,0.08280,0.04940,0.06860,0.11250,0.17410,0.27100,0.30870,0.35750,0.49980,0.60110,0.64700,0.80670,0.90080,0.89060,0.93380,1.00000,0.91020,0.84960,0.78670,0.76880,0.77180,0.62680,0.43010,0.20770,0.11980,0.16600,0.26180,0.38620,0.39580,0.32480,0.23020,0.32500,0.40220,0.43440,0.40080,0.33700,0.25180,0.21010,0.11810,0.11500,0.05500,0.02930,0.01830,0.01040,0.01170,0.01010,0.00610,0.00310,0.00990,0.00800,0.01070,0.01610,0.01330,Mine
134,0.07900,0.07070,0.03520,0.16600,0.13300,0.02260,0.07710,0.26780,0.56640,0.66090,0.50020,0.25830,0.16500,0.43470,0.45150,0.45790,0.33660,0.40000,0.53250,0.90100,0.99390,0.36890,0.10120,0.02480,0.23180,0.39810,0.22590,0.52470,0.68980,0.83160,0.43260,0.37410,0.57560,0.80430,0.79630,0.71740,0.70560,0.81480,0.76010,0.60340,0.45540,0.47290,0.44780,0.37220,0.46930,0.38390,0.07680,0.14670,0.07770,0.04690,0.01930,0.02980,0.03900,0.02940,0.01750,0.02490,0.01410,0.00730,0.00250,0.01010,Mine
104,0.01620,0.02530,0.02620,0.03860,0.06450,0.04720,0.10560,0.13880,0.05980,0.13340,0.29690,0.47540,0.56770,0.56900,0.64210,0.74870,0.89990,1.00000,0.96900,0.90320,0.76850,0.69980,0.66440,0.59640,0.37110,0.09210,0.04810,0.08760,0.10400,0.17140,0.32640,0.46120,0.39390,0.50500,0.48330,0.35110,0.23190,0.40290,0.36760,0.15100,0.07450,0.13950,0.15520,0.03770,0.06360,0.04430,0.02640,0.02230,0.01870,0.00770,0.01370,0.00710,0.00820,0.02320,0.01980,0.00740,0.00350,0.01000,0.00480,0.00190,Mine
12,0.01230,0.03090,0.01690,0.03130,0.03580,0.01020,0.01820,0.05790,0.11220,0.08350,0.05480,0.08470,0.20260,0.25570,0.18700,0.20320,0.14630,0.28490,0.58240,0.77280,0.78520,0.85150,0.53120,0.36530,0.59730,0.82750,1.00000,0.86730,0.63010,0.45910,0.39400,0.25760,0.28170,0.26410,0.27570,0.26980,0.39940,0.45760,0.39400,0.25220,0.17820,0.13540,0.05160,0.03370,0.08940,0.08610,0.08720,0.04450,0.01340,0.02170,0.01880,0.01330,0.02650,0.02240,0.00740,0.01180,0.00260,0.00920,0.00090,0.00440,Rock
113,0.04540,0.04720,0.06970,0.10210,0.13970,0.14930,0.14870,0.07710,0.11710,0.16750,0.27990,0.33230,0.40120,0.42960,0.53500,0.54110,0.68700,0.80450,0.91940,0.91690,1.00000,0.99720,0.90930,0.79180,0.67050,0.53240,0.35720,0.24840,0.31610,0.37750,0.31380,0.17130,0.29370,0.52340,0.59260,0.54370,0.45160,0.33790,0.32150,0.21780,0.16740,0.26340,0.29800,0.20370,0.11550,0.09190,0.08820,0.02280,0.03800,0.01420,0.01370,0.01200,0.00420,0.02380,0.01290,0.00840,0.02180,0.03210,0.01540,0.00530,Mine
208,0.02600,0.03630,0.01360,0.02720,0.02140,0.03380,0.06550,0.14000,0.18430,0.23540,0.27200,0.24420,0.16650,0.03360,0.13020,0.17080,0.21770,0.31750,0.37140,0.45520,0.57000,0.73970,0.80620,0.88370,0.94320,1.00000,0.93750,0.76030,0.71230,0.83580,0.76220,0.45670,0.17150,0.15490,0.16410,0.18690,0.26550,0.17130,0.09590,0.07680,0.08470,0.20760,0.25050,0.18620,0.14390,0.14700,0.09910,0.00410,0.01540,0.01160,0.01810,0.01460,0.01290,0.00470,0.00390,0.00610,0.00400,0.00360,0.00610,0.01150,Mine
90,0.02350,0.02910,0.07490,0.05190,0.02270,0.08340,0.06770,0.20020,0.28760,0.36740,0.29740,0.08370,0.19120,0.50400,0.63520,0.68040,0.75050,0.65950,0.45090,0.29640,0.40190,0.67940,0.82970,1.00000,0.82400,0.71150,0.77260,0.61240,0.49360,0.56480,0.49060,0.18200,0.18110,0.11070,0.46030,0.66500,0.64230,0.21660,0.19510,0.49470,0.49250,0.40410,0.24020,0.13920,0.17790,0.19460,0.17230,0.15220,0.09290,0.01790,0.02420,0.00830,0.00370,0.00950,0.01050,0.00300,0.01320,0.00680,0.01080,0.00900,Rock
88,0.08560,0.04540,0.03820,0.02030,0.03850,0.05340,0.21400,0.31100,0.28370,0.27510,0.27070,0.09460,0.10200,0.45190,0.67370,0.66990,0.70660,0.56320,0.37850,0.27210,0.52970,0.76970,0.86430,0.93040,0.93720,0.62470,0.60240,0.68100,0.50470,0.57750,0.47540,0.24000,0.27790,0.19970,0.53050,0.74090,0.77750,0.44240,0.14160,0.35080,0.44820,0.42080,0.30540,0.22350,0.26110,0.27980,0.23920,0.20210,0.13260,0.03580,0.01280,0.01720,0.01380,0.00790,0.00370,0.00510,0.02580,0.01020,0.00370,0.00370,Rock
174,0.03290,0.02160,0.03860,0.06270,0.11580,0.14820,0.20540,0.16050,0.25320,0.26720,0.30560,0.31610,0.23140,0.20670,0.18040,0.28080,0.44230,0.59470,0.66010,0.58440,0.45390,0.47890,0.56460,0.52810,0.71150,1.00000,0.95640,0.60900,0.51120,0.40000,0.04820,0.18520,0.21860,0.14360,0.17570,0.14280,0.16440,0.30890,0.36480,0.44410,0.38590,0.28130,0.12380,0.09530,0.12010,0.08250,0.06180,0.01410,0.01080,0.01240,0.01040,0.00950,0.01510,0.00590,0.00150,0.00530,0.00160,0.00420,0.00530,0.00740,Mine
2,0.04530,0.05230,0.08430,0.06890,0.11830,0.25830,0.21560,0.34810,0.33370,0.28720,0.49180,0.65520,0.69190,0.77970,0.74640,0.94440,1.00000,0.88740,0.80240,0.78180,0.52120,0.40520,0.39570,0.39140,0.32500,0.32000,0.32710,0.27670,0.44230,0.20280,0.37880,0.29470,0.19840,0.23410,0.13060,0.41820,0.38350,0.10570,0.18400,0.19700,0.16740,0.05830,0.14010,0.16280,0.06210,0.02030,0.05300,0.07420,0.04090,0.00610,0.01250,0.00840,0.00890,0.00480,0.00940,0.01910,0.01400,0.00490,0.00520,0.00440,Rock
8,0.05190,0.05480,0.08420,0.03190,0.11580,0.09220,0.10270,0.06130,0.14650,0.28380,0.28020,0.30860,0.26570,0.38010,0.56260,0.43760,0.26170,0.11990,0.66760,0.94020,0.78320,0.53520,0.68090,0.91740,0.76130,0.82200,0.88720,0.60910,0.29670,0.11030,0.13180,0.06240,0.09900,0.40060,0.36660,0.10500,0.19150,0.39300,0.42880,0.25460,0.11510,0.21960,0.18790,0.14370,0.21460,0.23600,0.11250,0.02540,0.02850,0.01780,0.00520,0.00810,0.01200,0.00450,0.01210,0.00970,0.00850,0.00470,0.00480,0.00530,Rock
109,0.05990,0.04740,0.04980,0.03870,0.10260,0.07730,0.08530,0.04470,0.10940,0.03510,0.15820,0.20230,0.22680,0.28290,0.38190,0.46650,0.66870,0.86470,0.93610,0.93670,0.91440,0.91620,0.93110,0.86040,0.73270,0.57630,0.41620,0.41130,0.41460,0.31490,0.29360,0.31690,0.31490,0.41320,0.39940,0.41950,0.45320,0.44190,0.47370,0.34310,0.31940,0.33700,0.24930,0.26500,0.17480,0.09320,0.05300,0.00810,0.03420,0.01370,0.00280,0.00130,0.00050,0.02270,0.02090,0.00810,0.01170,0.01140,0.01120,0.01000,Mine
172,0.01790,0.01360,0.04080,0.06330,0.05960,0.08080,0.20900,0.34650,0.52760,0.59650,0.62540,0.45070,0.36930,0.28640,0.16350,0.04220,0.17850,0.43940,0.69500,0.80970,0.85500,0.87170,0.86010,0.92010,0.87290,0.80840,0.86940,0.84110,0.57930,0.37540,0.34850,0.46390,0.64950,0.69010,0.56660,0.51880,0.50600,0.38850,0.37620,0.37380,0.26050,0.15910,0.18750,0.22670,0.15770,0.12110,0.08830,0.08500,0.03550,0.02190,0.00860,0.01230,0.00600,0.01870,0.01110,0.01260,0.00810,0.01550,0.01600,0.00850,Mine
100,0.02010,0.04230,0.05540,0.07830,0.06200,0.08710,0.12010,0.27070,0.12060,0.02790,0.22510,0.26150,0.17700,0.37090,0.45330,0.55530,0.46160,0.37970,0.34500,0.26650,0.23950,0.11270,0.25560,0.51690,0.37790,0.40820,0.53530,0.51160,0.45440,0.42580,0.38690,0.39390,0.46610,0.39740,0.21940,0.18160,0.10230,0.21080,0.32530,0.36970,0.29120,0.30100,0.25630,0.19270,0.20620,0.17510,0.08410,0.10350,0.06410,0.01530,0.00810,0.01910,0.01820,0.01600,0.02900,0.00900,0.02420,0.02240,0.01900,0.00960,Mine
132,0.11500,0.11630,0.08660,0.03580,0.02320,0.12670,0.24170,0.26610,0.43460,0.53780,0.38160,0.09910,0.06160,0.17950,0.39070,0.36020,0.30410,0.24280,0.40600,0.83950,0.97770,0.46800,0.06100,0.21430,0.13480,0.28540,0.16170,0.26490,0.45650,0.65020,0.28480,0.32960,0.53700,0.66270,0.86260,0.85470,0.78480,0.90160,0.88270,0.60860,0.28100,0.09060,0.11770,0.26940,0.52140,0.42320,0.23400,0.19280,0.10920,0.05070,0.02280,0.00990,0.00650,0.00850,0.01660,0.01100,0.01900,0.01410,0.00680,0.00860,Mine
48,0.03730,0.02810,0.02320,0.02250,0.01790,0.07330,0.08410,0.10310,0.09930,0.08020,0.15640,0.25650,0.26240,0.11790,0.05970,0.15630,0.22410,0.35860,0.17920,0.32560,0.60790,0.69880,0.83910,0.85530,0.77100,0.62150,0.57360,0.44020,0.40560,0.44110,0.51300,0.59650,0.72720,0.65390,0.59020,0.53930,0.48970,0.40810,0.41450,0.60030,0.71960,0.66330,0.62870,0.40870,0.32120,0.25180,0.14820,0.09880,0.03170,0.02690,0.00660,0.00080,0.00450,0.00240,0.00060,0.00730,0.00960,0.00540,0.00850,0.00600,Rock
166,0.02210,0.00650,0.01640,0.04870,0.05190,0.08490,0.08120,0.18330,0.22280,0.18100,0.25490,0.29840,0.26240,0.18930,0.06680,0.26660,0.42740,0.62910,0.77820,0.76860,0.80990,0.84930,0.94400,0.94500,0.96550,0.80450,0.49690,0.39600,0.38560,0.55740,0.73090,0.85490,0.94250,0.87260,0.66730,0.46940,0.15460,0.17480,0.36070,0.52080,0.51770,0.37020,0.22400,0.08160,0.03950,0.07850,0.10520,0.10340,0.07640,0.02160,0.01670,0.00890,0.00510,0.00150,0.00750,0.00580,0.00160,0.00700,0.00740,0.00380,Mine
82,0.01000,0.01940,0.01550,0.04890,0.08390,0.10090,0.16270,0.20710,0.26960,0.29900,0.32420,0.35650,0.39510,0.52010,0.69530,0.84680,1.00000,0.92780,0.85100,0.80100,0.81420,0.88250,0.73020,0.61070,0.71590,0.84580,0.63190,0.48080,0.62910,0.71520,0.60050,0.42350,0.41060,0.39920,0.17300,0.19750,0.23700,0.13390,0.15830,0.31510,0.19680,0.20540,0.12720,0.11290,0.19460,0.21950,0.19300,0.14980,0.07730,0.01960,0.01220,0.01300,0.00730,0.00770,0.00750,0.00600,0.00800,0.00190,0.00530,0.00190,Rock
168,0.01370,0.02970,0.01160,0.00820,0.02410,0.02530,0.02790,0.01300,0.04890,0.08740,0.11000,0.10840,0.10940,0.10230,0.06010,0.09060,0.13130,0.27580,0.36600,0.52690,0.58100,0.61810,0.58750,0.46390,0.54240,0.73670,0.90890,1.00000,0.82470,0.54410,0.33490,0.08770,0.16000,0.41690,0.65760,0.73900,0.79630,0.74930,0.67950,0.47130,0.23550,0.17040,0.27280,0.40160,0.41250,0.34700,0.27390,0.17900,0.09220,0.02760,0.01690,0.00810,0.00400,0.00250,0.00360,0.00580,0.00670,0.00350,0.00430,0.00330,Mine
46,0.04080,0.06530,0.03970,0.06040,0.04960,0.18170,0.11780,0.10240,0.05830,0.21760,0.24590,0.33320,0.30870,0.26130,0.32320,0.37310,0.42030,0.53640,0.70620,0.81960,0.88350,0.82990,0.76090,0.76050,0.83670,0.89050,0.76520,0.58970,0.30370,0.08230,0.27870,0.72410,0.80320,0.80500,0.76760,0.74680,0.62530,0.17300,0.29160,0.50030,0.52200,0.48240,0.40040,0.38770,0.16510,0.04420,0.06630,0.04180,0.04750,0.02350,0.00660,0.00620,0.01290,0.01840,0.00690,0.01980,0.01990,0.01020,0.00700,0.00550,Rock
124,0.02700,0.01630,0.03410,0.02470,0.08220,0.12560,0.13230,0.15840,0.20170,0.21220,0.22100,0.23990,0.29640,0.40610,0.50950,0.55120,0.66130,0.68040,0.65200,0.67880,0.78110,0.83690,0.89690,0.98560,1.00000,0.93950,0.89170,0.81050,0.68280,0.55720,0.43010,0.33390,0.20350,0.07980,0.08090,0.15250,0.26260,0.24560,0.19800,0.24120,0.24090,0.19010,0.20770,0.17670,0.11190,0.07790,0.13440,0.09600,0.05980,0.03300,0.01970,0.01890,0.02040,0.00850,0.00430,0.00920,0.01380,0.00940,0.01050,0.00930,Mine
159,0.01070,0.04530,0.02890,0.07130,0.10750,0.10190,0.16060,0.21190,0.30610,0.29360,0.31040,0.34310,0.24560,0.18870,0.11840,0.20800,0.27360,0.32740,0.23440,0.12600,0.05760,0.12410,0.32390,0.43570,0.57340,0.78250,0.92520,0.93490,0.93480,1.00000,0.93080,0.84780,0.76050,0.70400,0.75390,0.79900,0.76730,0.59550,0.47310,0.48400,0.43400,0.39540,0.48370,0.53790,0.44850,0.26740,0.15410,0.13590,0.09410,0.02610,0.00790,0.01640,0.01200,0.01130,0.00210,0.00970,0.00720,0.00600,0.00170,0.00360,Mine
170,0.01300,0.01200,0.04360,0.06240,0.04280,0.03490,0.03840,0.04460,0.13180,0.13750,0.20260,0.23890,0.21120,0.14440,0.07420,0.15330,0.30520,0.41160,0.54660,0.59330,0.66630,0.73330,0.71360,0.70140,0.77580,0.91370,0.99640,1.00000,0.88810,0.65850,0.27070,0.17460,0.27090,0.48530,0.71840,0.82090,0.75360,0.64960,0.47080,0.34820,0.35080,0.31810,0.35240,0.36590,0.28460,0.17140,0.06940,0.03030,0.02920,0.01160,0.00240,0.00840,0.01000,0.00180,0.00350,0.00580,0.00110,0.00090,0.00330,0.00260,Mine
27,0.01510,0.03200,0.05990,0.10500,0.11630,0.17340,0.16790,0.11190,0.08890,0.12050,0.08470,0.15180,0.23050,0.27930,0.34040,0.45270,0.69500,0.88070,0.91540,0.75420,0.67360,0.71460,0.83350,0.77010,0.69930,0.65430,0.50400,0.49260,0.49920,0.41610,0.16310,0.04040,0.06370,0.29620,0.36090,0.18660,0.04760,0.14970,0.24050,0.19800,0.31750,0.23790,0.17160,0.15590,0.15560,0.04220,0.04930,0.04760,0.02190,0.00590,0.00860,0.00610,0.00150,0.00840,0.01280,0.00540,0.00110,0.00190,0.00230,0.00620,Rock
147,0.10210,0.08300,0.05770,0.06270,0.06350,0.13280,0.09880,0.17870,0.11990,0.13690,0.25090,0.26310,0.27960,0.29770,0.38230,0.31290,0.39560,0.20930,0.32180,0.33450,0.31840,0.28870,0.36100,0.25660,0.41060,0.45910,0.47220,0.72780,0.75910,0.65790,0.75140,0.66660,0.49030,0.59620,0.65520,0.40140,0.11880,0.32450,0.31070,0.13540,0.51090,0.79880,0.75170,0.55080,0.58580,0.72920,0.55220,0.33390,0.16080,0.04750,0.10040,0.07090,0.03170,0.03090,0.02520,0.00870,0.01770,0.02140,0.02270,0.01060,Mine
42,0.00930,0.01850,0.00560,0.00640,0.02600,0.04580,0.04700,0.00570,0.04250,0.06400,0.08880,0.15990,0.15410,0.27680,0.21760,0.27990,0.34910,0.28240,0.24790,0.30050,0.43000,0.46840,0.45200,0.50260,0.62170,0.65710,0.66320,0.73210,0.85340,1.00000,0.84480,0.63540,0.63080,0.62110,0.69760,0.58680,0.48890,0.36830,0.20430,0.14690,0.22200,0.14490,0.14900,0.12110,0.11440,0.07910,0.03650,0.01520,0.00850,0.01200,0.00220,0.00690,0.00640,0.01290,0.01140,0.00540,0.00890,0.00500,0.00580,0.00250,Rock
197,0.00500,0.00170,0.02700,0.04500,0.09580,0.08300,0.08790,0.12200,0.19770,0.22820,0.25210,0.34840,0.33090,0.26140,0.17820,0.20550,0.22980,0.35450,0.62180,0.72650,0.83460,0.82680,0.83660,0.94080,0.95100,0.98010,0.99740,1.00000,0.90360,0.64090,0.38570,0.29080,0.20400,0.16530,0.17690,0.11400,0.07400,0.09410,0.06210,0.04260,0.05720,0.10680,0.19090,0.22290,0.22030,0.22650,0.17660,0.10970,0.05580,0.01420,0.02810,0.01650,0.00560,0.00100,0.00270,0.00620,0.00240,0.00630,0.00170,0.00280,Mine
145,0.02990,0.06880,0.09920,0.10210,0.08000,0.06290,0.01300,0.08130,0.17610,0.09980,0.05230,0.09040,0.26550,0.30990,0.35200,0.38920,0.39620,0.24490,0.23550,0.30450,0.31120,0.46980,0.55340,0.45320,0.44640,0.46700,0.46210,0.69880,0.76260,0.70250,0.73820,0.74460,0.79270,0.52270,0.39670,0.30420,0.13090,0.24080,0.17800,0.15980,0.56570,0.64430,0.42410,0.45670,0.57600,0.52930,0.32870,0.12830,0.06980,0.03340,0.03420,0.04590,0.02770,0.01720,0.00870,0.00460,0.02030,0.01300,0.01150,0.00150,Mine
105,0.03070,0.05230,0.06530,0.05210,0.06110,0.05770,0.06650,0.06640,0.14600,0.27920,0.38770,0.49920,0.49810,0.49720,0.56070,0.73390,0.82300,0.91730,0.99750,0.99110,0.82400,0.64980,0.59800,0.48620,0.31500,0.15430,0.09890,0.02840,0.10080,0.26360,0.26940,0.29300,0.29250,0.39980,0.36600,0.31720,0.46090,0.43740,0.18200,0.33760,0.62020,0.44480,0.18630,0.14200,0.05890,0.05760,0.06720,0.02690,0.02450,0.01900,0.00630,0.03210,0.01890,0.01370,0.02770,0.01520,0.00520,0.01210,0.01240,0.00550,Mine
193,0.00560,0.02670,0.02210,0.05610,0.09360,0.11460,0.07060,0.09960,0.16730,0.18590,0.24810,0.27120,0.29340,0.26370,0.18800,0.14050,0.20280,0.26130,0.27780,0.33460,0.38300,0.40030,0.51140,0.68600,0.74900,0.78430,0.90210,1.00000,0.88880,0.65110,0.60830,0.44630,0.29480,0.17290,0.14880,0.08010,0.17700,0.13820,0.24040,0.20460,0.19700,0.27780,0.13770,0.06850,0.06640,0.16650,0.18070,0.12450,0.05160,0.00440,0.01850,0.00720,0.00550,0.00740,0.00680,0.00840,0.00370,0.00240,0.00340,0.00070,Mine
